player_id,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_vision,mentality_penalties,mentality_composure,defending_defensive_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_gk_diving,goalkeeping_gk_handling,goalkeeping_gk_kicking,goalkeeping_gk_positioning,goalkeeping_gk_reflexes,url,mentality_attack_position
266122,FC 26,J. Tabiner,Joel Tabiner,"Joel Tabiner (Joel William Tabiner, born 30 November 2003) is a British footballer who plays as a center midfield for British club Crewe Alexandra. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/266/122/26_360.png,182,78,2003-11-30,"CM, CAM",60,68,550000,500,Left,4,3,1,Lean (170-185),No,1100000,,121,Crewe Alexandra,61,League Two,https://cdn.sofifa.net/meta/team/87/30.png,5,RES,11,"Oct 5, 2021",2026,55,53,40,64,48,64,58,54,57,63,72,71,77,53,73,51,54,71,58,54,53,44,63,45,55,44,52,50,6,7,5,9,6,https://sofifa.com/player/266122/joel-tabiner/260010/,56
79498,FC 26,C. Makutungu,Cédric Makutungu,"Cédric Makutungu (born 3 October 1997) is a Democratic Republic of the Congo footballer who plays as a left back for French club FC Annecy. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/079/498/26_360.png,175,69,1997-10-03,"LB, CB",60,60,240000,1000,Left,2,2,1,Normal (170-185),No,420000,,115494,FC Annecy,17,Ligue 2,https://cdn.sofifa.net/meta/team/1447/30.png,5,SUB,26,"Jun 27, 2025",2028,52,30,53,43,28,62,32,31,35,50,66,67,57,54,76,36,55,58,51,34,57,58,38,43,41,60,61,65,15,14,13,14,12,https://sofifa.com/player/79498/cedric-makutungu/260010/,42
79754,FC 26,L. Amaral,Leonardo Amaral,"Leonardo Amaral (Leonardo Nicolás Amaral Núñez, born 12 April 2003) is a Uruguayan footballer who plays as a right winger for Uruguayan club Cerro Largo. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/079/754/26_360.png,180,79,2003-04-12,"RW, LW, RM",60,64,350000,2000,Right,3,3,1,Lean (170-185),No,779000,,115536,Cerro Largo,338,Primera División,https://cdn.sofifa.net/meta/team/2528/30.png,5,SUB,21,"Jul 11, 2025",2025,60,57,56,57,59,61,50,54,55,59,72,66,64,55,61,55,66,54,58,59,30,32,55,53,47,34,34,30,8,7,12,7,13,https://sofifa.com/player/79754/leonardo-amaral/260010/,59
225674,FC 26,D. Fernández,Diego Fernández,"Diego Fernández (Diego Nicolás Fernández Castro, born 8 March 1998) is a Chilean footballer who plays as a center midfield for Chilean club Deportes Iquique. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/225/674/26_360.png,170,75,1998-03-08,"CM, CDM",60,61,275000,650,Right,3,2,1,Lean (170-),No,392000,,112531,Deportes Iquique,335,Primera Division,https://cdn.sofifa.net/meta/team/9628/30.png,5,SUB,21,"Sep 28, 2014",2025,47,45,58,64,38,59,31,38,59,61,67,67,65,56,74,62,65,70,60,48,50,58,59,47,58,55,61,56,12,14,7,15,13,https://sofifa.com/player/225674/diego-fernandez/260010/,54
74635,FC 26,F. Okoronkwo,Francis Okoronkwo,"Francis Okoronkwo (Francis Okereke Okoronkwo, born 18 September 2004) is a British footballer who plays as a striker for British club Lincoln City, on loan from Everton. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/074/635/26_360.png,188,82,2004-09-18,ST,60,73,600000,5000,Left,3,2,1,Lean (185+),No,,,149,Lincoln City,60,League One,https://cdn.sofifa.net/meta/team/305/30.png,5,SUB,19,,"Jun 30, 2026",41,61,57,54,58,60,44,42,45,58,73,71,64,55,66,62,71,57,69,56,38,19,50,58,56,22,21,18,14,14,8,7,7,https://sofifa.com/player/74635/francis-okoronkwo/260010/,58
79243,FC 26,Y. Rahmouni,Yassir Rahmouni,"Yassir Rahmouni (Yassir Salah Rahmouni, born 13 June 2006) is a Dutch footballer who plays as a center midfield for Dutch club Go Ahead Eagles. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/079/243/26_360.png,186,71,2006-06-13,"CM, CDM, CAM",60,74,575000,1000,Right,3,3,1,Lean (185+),No,1200000,,100632,Go Ahead Eagles,10,Eredivisie,https://cdn.sofifa.net/meta/team/664/30.png,5,SUB,34,"Jul 1, 2025",2028,42,42,46,67,35,67,42,41,62,65,61,64,77,54,65,53,50,58,53,44,55,55,62,48,62,56,55,51,13,14,11,8,8,https://sofifa.com/player/79243/yassir-rahmouni/260010/,52
276107,FC 26,S. Fernández,Santiago Fernández,"Santiago Fernández (Santiago Abel Fernández, born 30 March 2005) is an Argentine footballer who plays as a center back for Argentine club Talleres. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/276/107/26_360.png,179,75,2005-03-30,CB,60,77,600000,2000,Right,2,2,1,Lean (170-185),No,1300000,,112670,Talleres,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/9999/30.png,5,SUB,44,"Feb 4, 2023",2025,28,26,55,44,34,32,35,31,32,51,69,62,49,58,66,49,63,68,58,26,64,62,32,44,48,61,64,62,13,9,11,14,6,https://sofifa.com/player/276107/santiago-fernandez/260010/,26
70284,FC 26,Daniel Azevedo,Daniel Grilo Azevedo,"Daniel Azevedo (born 12 February 1998) is a Portuguese footballer who plays as a goalkeeper for Portuguese club Casa Pia. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/070/284/26_360.png,195,90,1998-02-12,GK,60,64,250000,1000,Right,1,1,1,Normal (185+),No,544000,,114510,Casa Pia,308,Primeira Liga,https://cdn.sofifa.net/meta/team/11741/30.png,5,SUB,22,"Jan 15, 2024",2027,10,8,11,26,5,12,10,10,27,17,20,21,22,49,22,41,60,20,80,6,24,8,22,14,30,7,12,10,61,56,54,63,62,https://sofifa.com/player/70284/daniel-grilo-azevedo/260010/,7
261260,FC 26,G. Szécsi,Gergő Szécsi,"Gergő Szécsi (born 7 February 1989) is a Hungarian footballer who plays as a goalkeeper for Hungarian club Ferencvárosi Torna Club. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/261/260/26_360.png,185,80,1989-02-07,GK,60,60,25000,1000,Right,2,1,1,Normal (185+),No,55000,,1874,Ferencvárosi Torna Club,64,Nemzeti Bajnokság I,https://cdn.sofifa.net/meta/team/112/30.png,5,RES,29,"Jul 9, 2019",2026,12,11,14,31,11,17,13,13,21,19,28,26,31,49,26,45,51,17,55,12,29,23,53,17,24,26,17,13,59,60,60,59,61,https://sofifa.com/player/261260/gergo-szecsi/260010/,15
71309,FC 26,Bruno Oliveira,Bruno de Oliveira Souza,"Bruno Oliveira (born 9 June 1996) is a Brazilian footballer who plays as a center back for Korean club Gangwon FC. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/071/309/26_360.png,186,80,1996-06-09,"CB, LB",60,60,210000,1000,Left,3,2,1,Normal (185+),No,263000,,112115,Gangwon FC,83,K League 1,https://cdn.sofifa.net/meta/team/7273/30.png,5,RES,3,"Jul 1, 2025",2028,32,35,60,56,31,45,45,43,52,48,63,65,67,59,63,39,71,63,71,30,60,58,35,36,45,60,60,58,14,8,6,14,15,https://sofifa.com/player/71309/bruno-de-oliveira-souza/260010/,34
73613,FC 26,V. Mayela,Victor Mayela,"Victor Mayela (born 22 April 2004) is a French footballer who plays as a center back for French club USL Dunkerque. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/073/613/26_360.png,187,78,2004-04-22,CB,60,74,575000,950,Left,2,2,1,Lean (185+),No,1400000,,111276,USL Dunkerque,17,Ligue 2,https://cdn.sofifa.net/meta/team/1281/30.png,5,RES,34,"Sep 1, 2025",2028,49,34,59,56,41,51,46,31,51,54,51,61,44,57,49,52,62,48,68,37,60,58,47,46,56,56,64,61,7,8,10,15,5,https://sofifa.com/player/73613/victor-mayela/260010/,38
80269,FC 26,L. Jashari,Lirim Jashari,"Lirim Jashari (born 21 April 2006) is a Kosovan footballer who plays as a central attacking midfielder for German club VfL Bochum 1848. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/080/269/26_360.png,173,65,2006-04-21,"CAM, CM",60,73,575000,2000,Right,4,3,1,Normal (170-185),No,1300000,,160,VfL Bochum 1848,20,2. Bundesliga,https://cdn.sofifa.net/meta/team/999/30.png,5,RES,36,"Jul 1, 2025",2028,49,51,34,64,39,68,51,44,60,68,72,67,70,54,78,52,45,49,47,37,41,29,58,45,61,35,29,38,7,15,7,10,12,https://sofifa.com/player/80269/lirim-jashari/260010/,50
241037,FC 26,J. Roles,Jack Roles,"Jack Roles (born 26 February 1999) is a Cypriot footballer who plays as a center midfield for British club Crawley Town. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/241/037/26_360.png,182,66,1999-02-26,"CM, CAM, RB, CDM",60,61,300000,650,Right,4,3,1,Lean (170-185),No,548000,,110890,Crawley Town,61,League Two,https://cdn.sofifa.net/meta/team/205/30.png,5,RES,11,"Jan 31, 2023",2026,57,56,40,64,49,63,63,61,62,62,68,66,69,59,71,64,44,36,47,63,48,58,62,59,60,59,57,55,12,14,9,5,12,https://sofifa.com/player/241037/jack-roles/260010/,59
70030,FC 26,J. Adams,Joe Adams,"Joe Adams (Joseph Crispini Adams, born 3 June 2004) is a British footballer who plays as a central attacking midfielder for British club Wigan Athletic. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/070/030/26_360.png,178,77,2004-06-03,"CAM, CM",60,70,550000,600,Right,3,3,1,Lean (170-185),No,1100000,,1917,Wigan Athletic,60,League One,https://cdn.sofifa.net/meta/team/17/30.png,5,RES,26,"Feb 1, 2022",2026,50,55,52,59,46,61,54,49,58,60,73,71,72,54,69,58,67,70,67,56,49,44,60,52,55,45,48,39,11,10,10,12,12,https://sofifa.com/player/70030/joe-adams/260010/,57
76686,FC 26,V. Polydefkis,Volanakis Polydefkis,"Volanakis Polydefkis (Polydefkis Volanakis, born 25 April 2003) is a Greek footballer who plays as a center back for Polish club Widzew Łódź. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/076/686/26_360.png,188,81,2003-04-25,CB,60,65,350000,2000,Left,3,2,1,Lean (185+),No,499000,,301,Widzew Łódź,66,Ekstraklasa,https://cdn.sofifa.net/meta/team/8761/30.png,5,RES,24,"Jan 23, 2025",2027,40,29,59,55,25,53,50,28,54,59,63,62,59,60,48,45,76,66,82,25,55,55,46,45,62,54,59,59,14,9,9,5,13,https://sofifa.com/player/76686/volanakis-polydefkis/260010/,30
79246,FC 26,T. Andrada,Tobías Andrada,"Tobías Andrada (Tobías Luciano Andrada, born 2 February 2007) is an Argentine footballer who plays as a central attacking midfielder for Argentine club Vélez Sarsfield. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/079/246/26_360.png,179,69,2007-02-02,"CAM, CM",60,74,575000,2000,Right,3,3,1,Lean (170-185),No,1200000,,101088,Vélez Sarsfield,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/9904/30.png,5,SUB,17,"May 10, 2025",2028,44,39,50,67,41,66,39,39,65,66,64,67,67,57,66,61,58,57,59,43,59,52,58,48,53,52,54,51,13,9,9,14,13,https://sofifa.com/player/79246/tobias-andrada/260010/,52
269199,FC 26,L. Antonetti,Leandro Antonetti,"Leandro Antonetti (Leandro Antonetti López, born 13 January 2003) is a Puerto Rican footballer who plays as a striker for Portuguese club Estrela da Amadora. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/269/199/26_360.png,188,75,2003-01-13,"ST, LW",60,71,550000,1000,Right,3,3,1,Lean (185+),No,1200000,,718,Estrela da Amadora,308,Primeira Liga,https://cdn.sofifa.net/meta/team/12152/30.png,5,SUB,7,"Sep 1, 2025",2028,41,62,66,54,43,62,42,43,37,63,45,48,55,59,61,66,47,50,40,64,31,20,51,75,52,17,23,16,11,10,7,6,8,https://sofifa.com/player/269199/leandro-antonetti/260010/,63
75919,FC 26,P. Mentu,Pyry Mentu,"Pyry Mentu (born 1 November 2006) is a Finnish footballer who plays as a center midfield for Finnish club HJK Helsinki. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/075/919/26_360.png,181,75,2006-11-01,"CM, CDM",60,76,625000,2000,Right,3,2,1,Lean (170-185),No,1700000,,100325,HJK Helsinki,322,Veikkausliiga,https://cdn.sofifa.net/meta/team/724/30.png,5,LCM,21,"Dec 5, 2024",2027,43,57,48,61,38,57,50,39,59,59,62,66,68,59,71,49,52,64,54,56,54,58,61,42,57,50,58,45,14,7,5,13,7,https://sofifa.com/player/75919/pyry-mentu/260010/,61
273552,FC 26,K. Hughes,Keegan Hughes,"Keegan Hughes (Keegan Monroe Hughes, born 22 July 2002) is an American soccer player who plays as a center back for American club New England Revolution. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/273/552/26_360.png,191,86,2002-07-22,CB,60,67,475000,1000,Right,3,2,1,Normal (185+),No,808000,,691,New England Revolution,39,Major League Soccer,https://cdn.sofifa.net/meta/team/641/30.png,5,SUB,5,"Mar 4, 2025",2025,29,28,44,40,20,28,23,24,38,61,62,54,47,49,45,40,62,57,80,31,58,56,32,36,46,63,67,64,8,10,7,10,11,https://sofifa.com/player/273552/keegan-hughes/260010/,29
77712,FC 26,A. Tia,Ange Martial Tia,"Ange Martial Tia (born 20 November 2006) is a Malian footballer who plays as a central attacking midfielder for French club Stade de Reims. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/077/712/26_360.png,178,68,2006-11-20,"CAM, CM",60,78,625000,1000,Right,3,3,1,Lean (170-185),No,1500000,,379,Stade de Reims,17,Ligue 2,https://cdn.sofifa.net/meta/team/1028/30.png,5,SUB,87,"Mar 9, 2025",2030,50,54,45,65,49,64,61,58,60,67,68,66,84,48,74,57,51,64,50,50,45,39,56,56,58,33,48,40,8,9,6,15,12,https://sofifa.com/player/77712/ange-martial-tia/260010/,51
237969,FC 26,S. Blaney,Shane Blaney,"Shane Blaney (born 20 January 1999) is an Irish footballer who plays as a center back for Scottish club Livingston FC. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/237/969/26_360.png,190,79,1999-01-20,CB,60,63,275000,1000,Left,4,2,1,Normal (185+),No,502000,,621,Livingston FC,50,Premiership,https://cdn.sofifa.net/meta/team/258/30.png,5,SUB,4,"Jul 1, 2025",2026,35,30,59,55,25,38,60,69,55,48,40,53,44,59,34,61,65,70,77,60,58,59,43,20,51,60,60,58,7,14,13,10,6,https://sofifa.com/player/237969/shane-blaney/260010/,30
245649,FC 26,H. Forster,Harry Forster,"Harry Forster (Harry James Forster, born 11 May 2000) is a British footballer who plays as a left midfield for British club Crawley Town. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/245/649/26_360.png,173,66,2000-05-11,"LM, LB, RM, LW",60,63,325000,650,Right,3,3,1,Lean (170-185),No,593000,,110890,Crawley Town,61,League Two,https://cdn.sofifa.net/meta/team/205/30.png,5,LB,7,"Jul 4, 2023",2026,60,54,48,55,50,60,56,49,56,57,73,69,67,55,71,57,56,67,52,49,62,50,51,56,48,51,55,52,14,12,6,7,9,https://sofifa.com/player/245649/harry-forster/260010/,55
76946,FC 26,Tincho,Martín Conde Gómez,"Tincho (born 25 March 2003) is a Spanish footballer who plays as a left back for Spanish club CD Castellón. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/076/946/26_360.png,167,61,2003-03-25,LB,60,71,525000,1000,Left,2,2,1,Normal (170-),No,919000,,100852,CD Castellón,54,La Liga 2,https://cdn.sofifa.net/meta/team/10008/30.png,5,RES,26,"Aug 18, 2025",2029,55,35,54,58,35,58,58,45,45,55,64,69,57,55,77,49,51,64,45,45,55,56,44,48,48,58,58,55,13,7,11,13,11,https://sofifa.com/player/76946/martin-conde-gomez/260010/,53
275602,FC 26,G. Valenzuela,Gerardo Valenzuela,"Gerardo Valenzuela (born 28 September 2004) is an American soccer player who plays as a central attacking midfielder for American club FC Cincinnati. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/275/602/26_360.png,183,75,2004-09-28,"CAM, ST, CM",60,74,600000,1000,Right,2,3,1,Lean (170-185),No,1300000,,113149,FC Cincinnati,39,Major League Soccer,https://cdn.sofifa.net/meta/team/3636/30.png,5,SUB,22,"May 25, 2023",2026,52,53,43,66,44,64,46,41,54,57,70,68,67,60,66,49,55,63,60,49,58,45,54,50,50,39,42,39,10,6,5,9,7,https://sofifa.com/player/275602/gerardo-valenzuela/260010/,58
80018,FC 26,J. Obando,Juan David Obando,"Juan David Obando (Juan David Obando González, born 9 December 2006) is a Colombian footballer who plays as a central attacking midfielder for Colombian club Atlético Nacional. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/080/018/26_360.png,175,70,2006-12-09,"CAM, CM",60,82,775000,650,Right,3,3,1,Normal (170-185),No,1900000,,101100,Atlético Nacional,336,Categoría Primera A,https://cdn.sofifa.net/meta/team/6597/30.png,5,RES,44,"Jul 19, 2025",2028,58,49,44,63,39,55,52,44,55,60,77,79,76,55,70,55,47,80,44,38,48,30,63,62,59,39,29,31,8,7,11,5,13,https://sofifa.com/player/80018/juan-david-obando/260010/,62
279186,FC 26,A. Ayoubi,Austin Ayoubi,"Austin Ayoubi (Austin Jake Ayoubi, born 27 July 2001) is an Australian soccer player who plays as a left midfield for Australian club Adelaide United. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/279/186/26_360.png,181,75,2001-07-27,"LM, RM, LW",60,66,400000,950,Right,3,2,1,Lean (170-185),No,580000,,111393,Adelaide United,351,A-League Men,https://cdn.sofifa.net/meta/team/2967/30.png,5,LM,42,"Jan 11, 2024",2026,51,55,38,59,46,62,53,46,58,62,63,69,70,50,75,60,54,61,69,54,60,42,55,47,54,39,47,44,8,9,7,12,13,https://sofifa.com/player/279186/austin-ayoubi/260010/,58
246930,FC 26,Cheon Seong Hoon,Seong Hoon Cheon,"Cheon Seong Hoon (Seong-hoon Cheon, born 21 September 2000) is a Korean footballer who plays as a striker for Korean club FC Seoul. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/246/930/26_360.png,191,84,2000-09-21,ST,60,63,350000,1000,Right,3,3,1,Normal (185+),No,464000,,982,FC Seoul,83,K League 1,https://cdn.sofifa.net/meta/team/672/30.png,5,SUB,11,"Jul 24, 2025",2028,34,61,66,53,48,58,39,29,29,60,53,51,58,62,51,62,73,59,78,48,42,25,46,55,45,26,28,25,5,6,7,10,14,https://sofifa.com/player/246930/seong-hoon-cheon/260010/,62
80019,FC 26,Kauan Gomes,Kauan Souza Gomes,"Kauan Gomes (Kauan de Souza Gomes, born 26 April 2005) is a Brazilian footballer who plays as a right back for Portuguese club Alverca. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/080/019/26_360.png,175,65,2005-04-26,RB,60,65,350000,750,Right,2,2,1,Normal (170-185),No,744000,,717,Alverca,308,Primeira Liga,https://cdn.sofifa.net/meta/team/35867/30.png,5,RES,37,"Jul 23, 2025",2026,50,28,50,53,30,59,37,39,41,62,73,70,55,56,78,64,55,64,48,32,56,53,39,41,43,53,60,58,6,7,7,15,7,https://sofifa.com/player/80019/kauan-souza-gomes/260010/,50
219795,FC 26,J. Coleman,Joel Coleman,"Joel Coleman (born 26 September 1995) is a British footballer who plays as a goalkeeper for British club Millwall FC. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/219/795/26_360.png,198,82,1995-09-26,GK,60,60,170000,4000,Right,3,1,1,Normal (185+),Yes,323000,,97,Millwall FC,14,Championship,https://cdn.sofifa.net/meta/team/64/30.png,5,RES,43,"Aug 28, 2025",2026,11,17,11,34,18,17,20,11,40,19,40,46,43,58,59,43,54,40,55,16,16,16,37,25,52,16,12,13,58,59,57,58,60,https://sofifa.com/player/219795/joel-coleman/260010/,11
75924,FC 26,J. Stawiecki,Jules Stawiecki,"Jules Stawiecki (born 10 April 2007) is a French footballer who plays as a goalkeeper for Monegasque club AS Monaco. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/075/924/26_360.png,186,75,2007-04-10,GK,60,77,550000,1000,Left,3,1,1,Lean (185+),No,1400000,,69,AS Monaco,16,Ligue 1,https://cdn.sofifa.net/meta/team/6789/30.png,5,RES,40,"Dec 7, 2024",2029,14,9,14,19,7,11,11,12,29,10,32,28,33,57,49,42,50,16,54,8,17,9,42,15,34,8,14,12,60,58,56,58,62,https://sofifa.com/player/75924/jules-stawiecki/260010/,7
80020,FC 26,M. N'Diaye,Mouhamed N'Diaye,"Mouhamed N'Diaye (Mouhamed Lamine N'Diaye, born 16 July 2005) is a Senegalese footballer who plays as a center back for Portuguese club Alverca. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/080/020/26_360.png,187,75,2005-07-16,CB,60,65,325000,700,Right,2,2,1,Normal (185+),No,691000,,717,Alverca,308,Primeira Liga,https://cdn.sofifa.net/meta/team/35867/30.png,5,RES,78,"Jul 22, 2025",2028,30,24,52,53,35,34,35,31,44,55,61,63,56,54,62,48,61,59,64,20,65,59,32,44,47,56,69,63,6,7,9,6,11,https://sofifa.com/player/80020/mouhamed-ndiaye/260010/,26
187796,FC 26,K. Dennis,Kristian Dennis,"Kristian Dennis (born 12 March 1990) is a British footballer who plays as a striker for British club Tranmere Rovers. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/187/796/26_360.png,180,75,1990-03-12,ST,60,60,100000,500,Left,1,2,1,Normal (170-185),No,175000,,15048,Tranmere Rovers,61,League Two,https://cdn.sofifa.net/meta/team/201/30.png,5,SUB,9,"Jul 1, 2023",2026,38,60,59,58,60,58,50,60,46,59,51,54,70,63,68,59,66,71,73,60,72,40,59,67,64,32,38,22,5,7,21,3,5,https://sofifa.com/player/187796/kristian-dennis/260010/,66
74134,FC 26,M. Saka,Mathis Saka,"Mathis Saka (born 20 September 2006) is a French footballer who plays as a center midfield for French club Rodez Aveyron Football, on loan from Toulouse FC. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/074/134/26_360.png,175,65,2006-09-20,"CM, CAM, CDM",60,79,625000,2000,Right,3,3,1,Normal (170-185),No,,,111659,Rodez Aveyron Football,17,Ligue 2,https://cdn.sofifa.net/meta/team/9291/30.png,5,SUB,28,,"Jun 30, 2026",59,44,47,65,46,67,58,47,60,66,68,60,75,52,81,60,49,57,47,47,53,50,60,48,58,40,55,44,11,14,13,9,6,https://sofifa.com/player/74134/mathis-saka/260010/,56
273814,FC 26,Choi Sung Bum,Sung Bum Choi,"Choi Sung Bum (Sung-bum Choi, born 24 December 2001) is a Korean footballer who plays as a right midfield for Korean club FC Anyang. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/273/814/26_360.png,173,68,2001-12-24,"RM, RW, LW",60,67,500000,750,Right,3,3,1,Normal (170-185),No,725000,,112555,FC Anyang,83,K League 1,https://cdn.sofifa.net/meta/team/8032/30.png,5,SUB,11,"Dec 29, 2022",2030,52,60,46,54,63,64,50,39,41,57,78,79,75,55,78,57,62,60,57,49,38,18,47,58,44,23,22,20,7,9,13,9,7,https://sofifa.com/player/273814/sung-bum-choi/260010/,55
246166,FC 26,D. Harrington,David Harrington,"David Harrington (born 1 July 2000) is a Welsh footballer who plays as a goalkeeper for British club Fleetwood Town. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/246/166/26_360.png,184,79,2000-07-01,GK,60,65,300000,500,Right,3,1,1,Lean (170-185),No,548000,,112260,Fleetwood Town,61,League Two,https://cdn.sofifa.net/meta/team/317/30.png,5,SUB,1,"Jan 5, 2023",2026,11,7,12,28,9,11,8,9,27,12,22,19,32,51,44,45,34,23,32,9,28,13,56,19,22,9,11,10,61,61,60,60,60,https://sofifa.com/player/246166/david-harrington/260010/,8
74135,FC 26,R. Asante,Raymond Asante,"Raymond Asante (Raymond Anokye Asante, born 27 May 2004) is a Ghanaian footballer who plays as a right winger for Belgian club Royal Charleroi Sporting Club. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/074/135/26_360.png,180,70,2004-05-27,"RW, ST, RM",60,70,550000,2000,Right,3,3,1,Normal (170-185),No,935000,,670,Royal Charleroi Sporting Club,4,Pro League,https://cdn.sofifa.net/meta/team/1087/30.png,5,SUB,28,"Jan 20, 2025",2026,54,55,39,53,53,63,48,33,32,60,68,67,67,59,69,62,47,40,52,49,28,24,57,52,48,19,28,20,5,9,9,8,8,https://sofifa.com/player/74135/raymond-asante/260010/,64
79767,FC 26,I. Iovu,Iurie Iovu,"Iurie Iovu (born 6 July 2002) is a Moldovan footballer who plays as a center back for Scottish club Dundee United FC. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/079/767/26_360.png,196,82,2002-07-06,CB,60,66,350000,1000,Right,2,2,1,Lean (185+),No,683000,,181,Dundee United FC,50,Premiership,https://cdn.sofifa.net/meta/team/282/30.png,5,RCB,4,"Jul 1, 2025",2027,26,24,72,45,29,25,25,24,34,51,64,60,46,53,42,37,82,64,76,25,50,57,35,35,45,55,62,57,9,13,7,13,10,https://sofifa.com/player/79767/iurie-iovu/260010/,23
71832,FC 26,H. Al Hammami,Hammam Al Hammami,"Hammam Al Hammami (Hammam Mabourk Al Hammami, born 30 January 2004) is a Saudi Arabian footballer who plays as a right midfield for Saudi Arabian club Al Shabab. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/071/832/26_360.png,166,60,2004-01-30,"RM, RW",60,74,600000,3000,Right,3,3,1,Lean (170-),No,1400000,,111674,Al Shabab,350,Pro League,https://cdn.sofifa.net/meta/team/16184/30.png,5,SUB,22,"Aug 28, 2025",2027,54,57,35,55,40,64,50,40,52,61,72,71,66,53,69,52,48,62,50,51,54,42,50,40,54,34,32,30,8,14,10,8,15,https://sofifa.com/player/71832/hammam-al-hammami/260010/,56
73368,FC 26,M. Burghardt,Maxim Burghardt,"Maxim Burghardt (born 30 November 2004) is a German footballer who plays as a right back for German club FC Erzgebirge Aue. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/073/368/26_360.png,180,76,2004-11-30,"RB, RM",60,69,525000,500,Right,3,2,1,Normal (170-185),No,866000,,506,FC Erzgebirge Aue,2076,3. Liga,https://cdn.sofifa.net/meta/team/3336/30.png,5,RES,21,"Jul 1, 2024",2027,57,43,47,60,41,59,57,34,56,56,70,65,64,60,71,53,57,55,57,41,57,57,60,36,51,61,59,56,12,15,8,9,14,https://sofifa.com/player/73368/maxim-burghardt/260010/,59
258200,FC 26,N. Manganelli,Nahuel Manganelli,"Nahuel Manganelli (born 19 February 2001) is an Argentine footballer who plays as a goalkeeper for Argentine club Deportivo Riestra. In the game FC 26, his overall rating is 60.",https://cdn.sofifa.net/players/258/200/26_360.png,185,80,2001-02-19,GK,60,67,425000,1000,Right,3,1,1,Normal (185+),No,701000,,115472,Deportivo Riestra,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/14578/30.png,5,SUB,12,"Jan 8, 2025",2025,13,7,15,38,7,11,13,12,27,21,26,29,44,52,44,50,44,25,48,8,28,9,38,11,43,9,15,14,64,54,66,62,59,https://sofifa.com/player/258200/nahuel-manganelli/260010/,9
